Time,TimeOfDay,x,y,velocity,speedLimit,lane,direction,route,subroute,CrashAttempt,Accident
0.000000,0.000000,68.000000,22.000000,0.000000,13.500000,1,0,2,0,0,0
0.000000,0.000000,68.000000,22.000000,0.000000,13.500000,1,0,2,0,0,0
0.001000,0.001000,68.000000,22.000000,0.001500,5.000000,1,0,2,0,0,0
0.002000,0.002000,68.000000,22.000000,0.003000,5.000000,1,0,2,0,0,0
0.003000,0.003000,68.000000,22.000000,0.004500,5.000000,1,0,2,0,0,0
0.004000,0.004000,68.000000,22.000000,0.006000,5.000000,1,0,2,0,0,0
0.005000,0.005000,67.999992,22.000000,0.007500,5.000000,1,0,2,0,0,0
0.006000,0.006000,67.999985,22.000000,0.009000,5.000000,1,0,2,0,0,0
0.007000,0.007000,67.999977,22.000000,0.010500,5.000000,1,0,2,0,0,0
0.008000,0.008000,67.999969,22.000000,0.012000,5.000000,1,0,2,0,0,0
0.009000,0.009000,67.999962,22.000000,0.013500,5.000000,1,0,2,0,0,0
0.010000,0.010000,67.999954,22.000000,0.015000,5.000000,1,0,2,0,0,0
0.011000,0.011000,67.999947,22.000000,0.016500,5.000000,1,0,2,0,0,0
0.012000,0.012000,67.999939,22.000000,0.018000,5.000000,1,0,2,0,0,0
0.013000,0.013000,67.999931,22.000000,0.019500,5.000000,1,0,2,0,0,0
0.014000,0.014000,67.999916,22.000000,0.021000,5.000000,1,0,2,0,0,0
0.015000,0.015000,67.999901,22.000000,0.022500,5.000000,1,0,2,0,0,0
0.016000,0.016000,67.999886,22.000000,0.024000,5.000000,1,0,2,0,0,0
0.017000,0.017000,67.999863,22.000000,0.025500,5.000000,1,0,2,0,0,0
0.018000,0.018000,67.999840,22.000000,0.027000,5.000000,1,0,2,0,0,0
0.019000,0.019000,67.999817,22.000000,0.028500,5.000000,1,0,2,0,0,0
0.020000,0.020000,67.999794,22.000000,0.030000,5.000000,1,0,2,0,0,0
0.021000,0.021000,67.999771,22.000000,0.031500,5.000000,1,0,2,0,0,0
0.022000,0.022000,67.999748,22.000000,0.033000,5.000000,1,0,2,0,0,0
0.023000,0.023000,67.999718,22.000000,0.034500,5.000000,1,0,2,0,0,0
0.024000,0.024000,67.999695,22.000000,0.036000,5.000000,1,0,2,0,0,0
0.025000,0.025000,67.999664,22.000000,0.037500,5.000000,1,0,2,0,0,0
0.026000,0.026000,67.999634,22.000000,0.039000,5.000000,1,0,2,0,0,0
0.027000,0.027000,67.999611,22.000000,0.040500,5.000000,1,0,2,0,0,0
0.028000,0.028000,67.999580,22.000000,0.042000,5.000000,1,0,2,0,0,0
0.029000,0.029000,67.999550,22.000000,0.043500,5.000000,1,0,2,0,0,0
0.030000,0.030000,67.999519,22.000000,0.045000,5.000000,1,0,2,0,0,0
0.031000,0.031000,67.999481,22.000000,0.046500,5.000000,1,0,2,0,0,0
0.032000,0.032000,67.999443,22.000000,0.048000,5.000000,1,0,2,0,0,0
0.033000,0.033000,67.999405,22.000000,0.049500,5.000000,1,0,2,0,0,0
0.034000,0.034000,67.999367,22.000000,0.051000,5.000000,1,0,2,0,0,0
0.035000,0.035000,67.999329,22.000000,0.052500,5.000000,1,0,2,0,0,0
0.036000,0.036000,67.999290,22.000000,0.054000,5.000000,1,0,2,0,0,0
0.037000,0.037000,67.999245,22.000000,0.055500,5.000000,1,0,2,0,0,0
0.038000,0.038000,67.999199,22.000000,0.057000,5.000000,1,0,2,0,0,0
0.039000,0.039000,67.999161,22.000000,0.058500,5.000000,1,0,2,0,0,0
0.040000,0.040000,67.999123,22.000000,0.060000,5.000000,1,0,2,0,0,0
0.041000,0.041000,67.999069,22.000000,0.061500,5.000000,1,0,2,0,0,0
0.042000,0.042000,67.999039,22.000000,0.063000,5.000000,1,0,2,0,0,0
0.043000,0.043000,67.999008,22.000000,0.064500,5.000000,1,0,2,0,0,0
0.044000,0.044000,67.998955,22.000000,0.066000,5.000000,1,0,2,0,0,0
0.045000,0.045000,67.998909,22.000000,0.067500,5.000000,1,0,2,0,0,0
0.046000,0.046000,67.998856,22.000000,0.069000,5.000000,1,0,2,0,0,0
0.047000,0.047000,67.998810,22.000000,0.070500,5.000000,1,0,2,0,0,0
0.048000,0.048000,67.998756,22.000000,0.072000,5.000000,1,0,2,0,0,0
0.049000,0.049000,67.998718,22.000000,0.073500,5.000000,1,0,2,0,0,0
0.050000,0.050000,67.998672,22.000000,0.075000,5.000000,1,0,2,0,0,0
0.051000,0.051000,67.998627,22.000000,0.076500,5.000000,1,0,2,0,0,0
0.052000,0.052000,67.998581,22.000000,0.078000,5.000000,1,0,2,0,0,0
0.053000,0.053000,67.998512,22.000000,0.079500,5.000000,1,0,2,0,0,0
0.054000,0.054000,67.998451,22.000000,0.081000,5.000000,1,0,2,0,0,0
0.055000,0.055000,67.998398,22.000000,0.082500,5.000000,1,0,2,0,0,0
0.056000,0.056000,67.998337,22.000000,0.084000,5.000000,1,0,2,0,0,0
0.057000,0.057000,67.998268,22.000000,0.085500,5.000000,1,0,2,0,0,0
0.058000,0.058000,67.998215,22.000000,0.087000,5.000000,1,0,2,0,0,0
0.059000,0.059000,67.998146,22.000000,0.088500,5.000000,1,0,2,0,0,0
0.060000,0.060000,67.998077,22.000000,0.090000,5.000000,1,0,2,0,0,0
0.061000,0.061000,67.998009,22.000000,0.091500,5.000000,1,0,2,0,0,0
0.062000,0.062000,67.997932,22.000000,0.093000,5.000000,1,0,2,0,0,0
0.063000,0.063000,67.997856,22.000000,0.094500,5.000000,1,0,2,0,0,0
0.064000,0.064000,67.997795,22.000000,0.096000,5.000000,1,0,2,0,0,0
0.065000,0.065000,67.997711,22.000000,0.097500,5.000000,1,0,2,0,0,0
0.066000,0.066000,67.997635,22.000000,0.099000,5.000000,1,0,2,0,0,0
0.067000,0.067000,67.997551,22.000000,0.100500,5.000000,1,0,2,0,0,0
0.068000,0.068000,67.997467,22.000000,0.102000,5.000000,1,0,2,0,0,0
0.069000,0.069000,67.997383,22.000000,0.103500,5.000000,1,0,2,0,0,0
0.070000,0.070000,67.997292,22.000000,0.105000,5.000000,1,0,2,0,0,0
0.071000,0.071000,67.997238,22.000000,0.106500,5.000000,1,0,2,0,0,0
0.072000,0.072000,67.997177,22.000000,0.108000,5.000000,1,0,2,0,0,0
0.073000,0.073000,67.997124,22.000000,0.109500,5.000000,1,0,2,0,0,0
0.074000,0.074000,67.997063,22.000000,0.111000,5.000000,1,0,2,0,0,0
0.075000,0.075000,67.996971,22.000000,0.112500,5.000000,1,0,2,0,0,0
0.076000,0.076000,67.996880,22.000000,0.114000,5.000000,1,0,2,0,0,0
0.077000,0.077000,67.996811,22.000000,0.115500,5.000000,1,0,2,0,0,0
0.078000,0.078000,67.996712,22.000000,0.117000,5.000000,1,0,2,0,0,0
0.079000,0.079000,67.996613,22.000000,0.118500,5.000000,1,0,2,0,0,0
0.080000,0.080000,67.996552,22.000000,0.120000,5.000000,1,0,2,0,0,0
0.081000,0.081000,67.996460,22.000000,0.121500,5.000000,1,0,2,0,0,0
0.082000,0.082000,67.996391,22.000000,0.123000,5.000000,1,0,2,0,0,0
0.083000,0.083000,67.996307,22.000000,0.124500,5.000000,1,0,2,0,0,0
0.084000,0.084000,67.996201,22.000000,0.126000,5.000000,1,0,2,0,0,0
0.085000,0.085000,67.996124,22.000000,0.127500,5.000000,1,0,2,0,0,0
0.086000,0.086000,67.996040,22.000000,0.129000,5.000000,1,0,2,0,0,0
0.087000,0.087000,67.995941,22.000000,0.130500,5.000000,1,0,2,0,0,0
0.088000,0.088000,67.995834,22.000000,0.132000,5.000000,1,0,2,0,0,0
0.089000,0.089000,67.995735,22.000000,0.133500,5.000000,1,0,2,0,0,0
0.090000,0.090000,67.995628,22.000000,0.135000,5.000000,1,0,2,0,0,0
0.091000,0.091000,67.995514,22.000000,0.136500,5.000000,1,0,2,0,0,0
0.092000,0.092000,67.995415,22.000000,0.138000,5.000000,1,0,2,0,0,0
0.093000,0.093000,67.995346,22.000000,0.139500,5.000000,1,0,2,0,0,0
0.094000,0.094000,67.995262,22.000000,0.141000,5.000000,1,0,2,0,0,0
0.095000,0.095000,67.995178,22.000000,0.142500,5.000000,1,0,2,0,0,0
0.096000,0.096000,67.995102,22.000000,0.144000,5.000000,1,0,2,0,0,0
0.097000,0.097000,67.994980,22.000000,0.145500,5.000000,1,0,2,0,0,0
0.098000,0.098000,67.994858,22.000000,0.147000,5.000000,1,0,2,0,0,0
0.099000,0.099000,67.994736,22.000000,0.148500,5.000000,1,0,2,0,0,0
0.100000,0.100000,67.994606,22.000000,0.150000,5.000000,1,0,2,0,0,0
0.101000,0.101000,67.994484,22.000000,0.151500,5.000000,1,0,2,0,0,0
0.102000,0.102000,67.994362,22.000000,0.153000,5.000000,1,0,2,0,0,0
0.103000,0.103000,67.994255,22.000000,0.154500,5.000000,1,0,2,0,0,0
0.104000,0.104000,67.994156,22.000000,0.156000,5.000000,1,0,2,0,0,0
0.105000,0.105000,67.994064,22.000000,0.157500,5.000000,1,0,2,0,0,0
0.106000,0.106000,67.993927,22.000000,0.159000,5.000000,1,0,2,0,0,0
0.107000,0.107000,67.993790,22.000000,0.160500,5.000000,1,0,2,0,0,0
0.108000,0.108000,67.993683,22.000000,0.162000,5.000000,1,0,2,0,0,0
0.109000,0.109000,67.993576,22.000000,0.163500,5.000000,1,0,2,0,0,0
0.110000,0.110000,67.993462,22.000000,0.165000,5.000000,1,0,2,0,0,0
0.111000,0.111000,67.993340,22.000000,0.166500,5.000000,1,0,2,0,0,0
0.112000,0.112000,67.993195,22.000000,0.168000,5.000000,1,0,2,0,0,0
0.113000,0.113000,67.993088,22.000000,0.169500,5.000000,1,0,2,0,0,0
0.114000,0.114000,67.992989,22.000000,0.171000,5.000000,1,0,2,0,0,0
0.115000,0.115000,67.992844,22.000000,0.172500,5.000000,1,0,2,0,0,0
0.116000,0.116000,67.992722,22.000000,0.174000,5.000000,1,0,2,0,0,0
0.117000,0.117000,67.992622,22.000000,0.175500,5.000000,1,0,2,0,0,0
0.118000,0.118000,67.992477,22.000000,0.177000,5.000000,1,0,2,0,0,0
0.119000,0.119000,67.992332,22.000000,0.178500,5.000000,1,0,2,0,0,0
0.120000,0.120000,67.992180,22.000000,0.180000,5.000000,1,0,2,0,0,0
0.121000,0.121000,67.992035,22.000000,0.181500,5.000000,1,0,2,0,0,0
0.122000,0.122000,67.991936,22.000000,0.183000,5.000000,1,0,2,0,0,0
0.123000,0.123000,67.991837,22.000000,0.184500,5.000000,1,0,2,0,0,0
0.124000,0.124000,67.991714,22.000000,0.186000,5.000000,1,0,2,0,0,0
0.125000,0.125000,67.991562,22.000000,0.187500,5.000000,1,0,2,0,0,0
0.126000,0.126000,67.991447,22.000000,0.189000,5.000000,1,0,2,0,0,0
0.127000,0.127000,67.991302,22.000000,0.190500,5.000000,1,0,2,0,0,0
0.128000,0.128000,67.991173,22.000000,0.192000,5.000000,1,0,2,0,0,0
0.129000,0.129000,67.991028,22.000000,0.193500,5.000000,1,0,2,0,0,0
0.130000,0.130000,67.990898,22.000000,0.195000,5.000000,1,0,2,0,0,0
0.131000,0.131000,67.990799,22.000000,0.196500,5.000000,1,0,2,0,0,0
0.132000,0.132000,67.990654,22.000000,0.198000,5.000000,1,0,2,0,0,0
0.133000,0.133000,67.990547,22.000000,0.199500,5.000000,1,0,2,0,0,0
0.134000,0.134000,67.990379,22.000000,0.201000,5.000000,1,0,2,0,0,0
0.135000,0.135000,67.990219,22.000000,0.202500,5.000000,1,0,2,0,0,0
0.136000,0.136000,67.990051,22.000000,0.204000,5.000000,1,0,2,0,0,0
0.137000,0.137000,67.989906,22.000000,0.205500,5.000000,1,0,2,0,0,0
0.138000,0.138000,67.989731,22.000000,0.207000,5.000000,1,0,2,0,0,0
0.139000,0.139000,67.989555,22.000000,0.208500,5.000000,1,0,2,0,0,0
0.140000,0.140000,67.989433,22.000000,0.210000,5.000000,1,0,2,0,0,0
0.141000,0.141000,67.989319,22.000000,0.211500,5.000000,1,0,2,0,0,0
0.142000,0.142000,67.989182,22.000000,0.213000,5.000000,1,0,2,0,0,0
0.143000,0.143000,67.989059,22.000000,0.214500,5.000000,1,0,2,0,0,0
0.144000,0.144000,67.988945,22.000000,0.216000,5.000000,1,0,2,0,0,0
0.145000,0.145000,67.988785,22.000000,0.217500,5.000000,1,0,2,0,0,0
0.146000,0.146000,67.988625,22.000000,0.219000,5.000000,1,0,2,0,0,0
