Time,TimeOfDay,x,y,velocity,speedLimit,lane,direction,route,subroute,CrashAttempt,Accident
0.000000,0.000000,51.000000,23.000000,0.000000,3.000000,1,0,4,0,0,0
0.000000,0.000000,51.000000,23.000000,0.000000,3.000000,1,0,4,0,0,0
0.001000,0.001000,51.000000,23.000000,0.001500,5.000000,1,0,4,0,0,0
0.002000,0.002000,50.999996,23.000000,0.003000,5.000000,1,0,4,0,0,0
0.003000,0.003000,50.999992,23.000000,0.004500,5.000000,1,0,4,0,0,0
0.004000,0.004000,50.999989,23.000000,0.006000,5.000000,1,0,4,0,0,0
0.005000,0.005000,50.999981,23.000000,0.007500,5.000000,1,0,4,0,0,0
0.006000,0.006000,50.999973,23.000000,0.009000,5.000000,1,0,4,0,0,0
0.007000,0.007000,50.999966,23.000000,0.010500,5.000000,1,0,4,0,0,0
0.008000,0.008000,50.999958,23.000000,0.012000,5.000000,1,0,4,0,0,0
0.009000,0.009000,50.999947,23.000000,0.013500,5.000000,1,0,4,0,0,0
0.010000,0.010000,50.999935,23.000000,0.015000,5.000000,1,0,4,0,0,0
0.011000,0.011000,50.999924,23.000000,0.016500,5.000000,1,0,4,0,0,0
0.012000,0.012000,50.999912,23.000000,0.018000,5.000000,1,0,4,0,0,0
0.013000,0.013000,50.999897,23.000000,0.019500,5.000000,1,0,4,0,0,0
0.014000,0.014000,50.999886,23.000000,0.021000,5.000000,1,0,4,0,0,0
0.015000,0.015000,50.999870,23.000000,0.022500,5.000000,1,0,4,0,0,0
0.016000,0.016000,50.999851,23.000000,0.024000,5.000000,1,0,4,0,0,0
0.017000,0.017000,50.999828,23.000000,0.025500,5.000000,1,0,4,0,0,0
0.018000,0.018000,50.999805,23.000000,0.027000,5.000000,1,0,4,0,0,0
0.019000,0.019000,50.999783,23.000000,0.028500,5.000000,1,0,4,0,0,0
0.020000,0.020000,50.999763,23.000000,0.030000,5.000000,1,0,4,0,0,0
0.021000,0.021000,50.999744,23.000000,0.031500,5.000000,1,0,4,0,0,0
0.022000,0.022000,50.999722,23.000000,0.033000,5.000000,1,0,4,0,0,0
0.023000,0.023000,50.999699,23.000000,0.034500,5.000000,1,0,4,0,0,0
0.024000,0.024000,50.999680,23.000000,0.036000,5.000000,1,0,4,0,0,0
0.025000,0.025000,50.999653,23.000000,0.037500,5.000000,1,0,4,0,0,0
0.026000,0.026000,50.999630,23.000000,0.039000,5.000000,1,0,4,0,0,0
0.027000,0.027000,50.999603,23.000000,0.040500,5.000000,1,0,4,0,0,0
0.028000,0.028000,50.999573,23.000000,0.042000,5.000000,1,0,4,0,0,0
0.029000,0.029000,50.999550,23.000000,0.043500,5.000000,1,0,4,0,0,0
0.030000,0.030000,50.999512,23.000000,0.045000,5.000000,1,0,4,0,0,0
0.031000,0.031000,50.999474,23.000000,0.046500,5.000000,1,0,4,0,0,0
0.032000,0.032000,50.999435,23.000000,0.048000,5.000000,1,0,4,0,0,0
0.033000,0.033000,50.999405,23.000000,0.049500,5.000000,1,0,4,0,0,0
0.034000,0.034000,50.999378,23.000000,0.051000,5.000000,1,0,4,0,0,0
0.035000,0.035000,50.999332,23.000000,0.052500,5.000000,1,0,4,0,0,0
0.036000,0.036000,50.999287,23.000000,0.054000,5.000000,1,0,4,0,0,0
